smell_type,severity,LOC,NOM,LOC_method,CYCLO_method,NOP_method,NEST,TOKEN_COUNT,LENGTH,FAN_IN,FAN_OUT,ATTR_COUNT,INHERIT_DEPTH
LongParameterList,3,0,0,98,22,11,0,410,110,0,0,0,0
DeepNesting,1,0,0,13,6,3,5,130,15,0,12,0,0
LongParameterList,2,0,0,50,9,15,2,310,56,0,1,0,0
LargeClass,1,246,17,0,0,0,0,1311,246,0,45,1,2
LargeClass,1,222,15,0,0,0,0,1281,222,0,25,9,3
LongMethod,2,0,0,75,11,4,2,291,88,0,1,0,0
LargeClass,3,612,29,0,0,0,0,3084,612,0,7,8,2
LongMethod,1,0,0,73,11,2,0,302,95,0,0,0,0
LongMethod,1,0,0,53,8,11,1,294,68,0,3,0,0
LongMethod,1,0,0,66,11,7,0,419,77,0,8,0,0
NoneSmellorUnknown,0,0,0,6,1,0,0,25,7,0,1,0,0
DeepNesting,2,0,0,39,16,5,6,299,48,0,12,0,0
LongParameterList,2,0,0,36,8,12,1,370,47,0,37,0,0
DeepNesting,1,0,0,13,6,1,5,64,13,0,1,0,0
DeepNesting,3,0,0,77,13,5,8,403,79,0,16,0,0
LongMethod,2,0,0,82,22,2,5,525,86,0,22,0,0
LargeClass,2,359,26,0,0,0,0,1688,359,0,25,20,3
LongMethod,2,0,0,75,11,5,3,579,159,0,9,0,0
DeepNesting,3,0,0,77,12,3,10,457,81,0,49,0,0
LargeClass,1,258,11,0,0,0,0,1733,258,0,30,4,2
DeepNesting,3,0,0,518,25,1,11,3017,584,0,53,0,0
LargeClass,1,221,13,0,0,0,0,955,221,0,6,16,0
DeepNesting,1,0,0,247,25,5,5,1862,307,0,54,0,0
LongParameterList,2,0,0,44,18,8,3,195,48,0,14,0,0
LargeClass,2,362,12,0,0,0,0,1543,362,0,21,0,0
LargeClass,2,397,35,0,0,0,0,1891,397,0,52,12,2
DeepNesting,1,0,0,23,8,2,4,314,29,0,5,0,0
DeepNesting,1,0,0,6,5,3,4,42,6,0,1,0,0
LongParameterList,3,0,0,39,13,11,2,199,41,0,2,0,0
LargeClass,3,1211,98,0,0,0,0,8541,1211,0,70,31,1
LongMethod,1,0,0,51,9,3,5,327,58,0,6,0,0
DeepNesting,1,0,0,79,24,6,4,435,82,0,5,0,0
LongMethod,2,0,0,98,25,5,8,637,111,0,12,0,0
DeepNesting,3,0,0,324,25,1,9,2796,389,0,69,0,0
LargeClass,3,454,46,0,0,0,0,3212,454,0,82,0,3
LargeClass,2,886,12,0,0,0,0,4438,886,0,56,10,1
LongParameterList,3,0,0,153,25,15,7,1093,244,0,33,0,0
DeepNesting,2,0,0,35,8,3,6,254,35,0,6,0,0
LargeClass,1,278,14,0,0,0,0,1900,278,0,28,0,0
LongMethod,2,0,0,76,18,5,2,515,105,0,13,0,0
LongMethod,2,0,0,85,16,2,0,502,90,0,0,0,0
DeepNesting,2,0,0,63,23,9,6,374,96,0,8,0,0
LargeClass,2,593,13,0,0,0,0,2316,593,0,37,5,2
LargeClass,3,1096,42,0,0,0,0,5176,1096,0,99,20,2
LongMethod,3,0,0,116,12,2,5,600,147,0,2,0,0
LongParameterList,3,0,0,285,25,15,7,1784,340,0,72,0,0
LongMethod,2,0,0,118,9,14,2,489,130,0,8,0,0
LongMethod,3,0,0,123,21,0,3,1120,136,0,22,0,0
LargeClass,3,437,55,0,0,0,0,2430,437,0,89,17,2
NoneSmellorUnknown,0,0,0,6,2,1,0,67,9,0,3,0,0
LargeClass,3,678,61,0,0,0,0,3769,678,0,103,0,2
DeepNesting,2,0,0,30,13,1,6,176,31,0,1,0,0
LongMethod,1,0,0,65,11,8,3,609,83,0,17,0,0
LargeClass,1,575,10,0,0,0,0,2271,575,0,22,37,2
DeepNesting,3,0,0,124,14,1,12,944,124,0,13,0,0
DeepNesting,2,0,0,93,18,3,6,604,97,0,13,0,0
LongMethod,3,0,0,219,25,30,5,1276,357,0,49,0,0
LongParameterList,2,0,0,188,25,8,6,827,210,0,17,0,0
DeepNesting,1,0,0,113,25,8,4,676,183,0,42,0,0
DeepNesting,2,0,0,30,15,5,6,264,43,0,0,0,0
LongParameterList,1,0,0,26,7,6,2,182,34,0,5,0,0
DeepNesting,2,0,0,22,8,1,7,90,23,0,2,0,0
LongMethod,3,0,0,140,12,2,7,1598,142,0,45,0,0
LargeClass,3,1063,33,0,0,0,0,5835,1063,0,138,8,5
LargeClass,3,673,27,0,0,0,0,1817,673,0,33,35,2
NoneSmellorUnknown,0,0,0,20,5,3,1,189,29,0,2,0,0
LongParameterList,1,0,0,28,6,8,3,136,32,0,5,0,0
LargeClass,1,250,13,0,0,0,0,2258,250,0,23,51,0
LargeClass,1,288,11,0,0,0,0,1722,288,0,10,4,3
LongParameterList,1,0,0,19,11,7,3,193,28,0,7,0,0
LongMethod,2,0,0,81,19,1,3,471,124,0,6,0,0
LongMethod,3,0,0,319,25,5,11,2565,353,0,65,0,0
LargeClass,1,217,18,0,0,0,0,910,217,0,22,21,2
LongParameterList,3,0,0,55,13,10,3,318,58,0,5,0,0
LargeClass,3,416,19,0,0,0,0,1815,416,0,48,6,2
LongParameterList,2,0,0,76,10,9,1,396,84,0,6,0,0
LongParameterList,2,0,0,68,24,9,2,440,71,0,10,0,0
LargeClass,1,253,19,0,0,0,0,1374,253,0,42,8,0
LargeClass,1,298,20,0,0,0,0,3076,298,0,116,0,2
LargeClass,3,2211,135,0,0,0,0,14109,2211,0,171,0,2
LongMethod,1,0,0,53,25,3,0,276,97,0,0,0,0
NoneSmellorUnknown,0,0,0,7,1,4,0,58,7,0,1,0,0
DeepNesting,3,0,0,48,12,1,8,460,66,0,9,0,0
LongMethod,3,0,0,121,15,5,2,289,131,0,9,0,0
DeepNesting,3,0,0,104,25,5,8,861,141,0,12,0,0
LargeClass,3,3430,42,0,0,0,0,14026,3430,0,75,0,3
LargeClass,1,264,24,0,0,0,0,1688,264,0,26,5,2
NoneSmellorUnknown,0,0,0,9,1,1,0,104,13,0,1,0,0
LongMethod,3,0,0,111,25,1,8,781,317,0,66,0,0
DeepNesting,1,0,0,20,6,1,4,105,21,0,4,0,0
LongMethod,2,0,0,81,13,2,1,541,139,0,19,0,0
LongParameterList,1,0,0,30,6,7,2,154,41,0,0,0,0
LongMethod,1,0,0,71,19,7,4,366,81,0,5,0,0
LargeClass,3,469,24,0,0,0,0,4095,469,0,70,0,1
LargeClass,1,207,15,0,0,0,0,1108,207,0,24,3,3
DeepNesting,2,0,0,33,8,5,6,144,40,0,5,0,0
LongMethod,2,0,0,82,13,15,2,609,114,0,6,0,0
LargeClass,1,259,20,0,0,0,0,777,259,0,19,1,2
DeepNesting,3,0,0,78,22,2,10,572,78,0,10,0,0
LongParameterList,3,0,0,32,12,10,5,172,84,0,12,0,0
LongMethod,3,0,0,234,25,25,5,2052,280,0,67,0,0
LargeClass,3,704,114,0,0,0,0,3233,704,0,116,0,2
DeepNesting,1,0,0,35,5,3,4,209,43,0,2,0,0
LargeClass,3,459,21,0,0,0,0,1420,459,0,20,7,2
NoneSmellorUnknown,0,0,0,2,1,1,0,13,3,0,0,0,0
LargeClass,3,414,31,0,0,0,0,1308,414,0,29,21,2
LongMethod,1,0,0,50,12,7,4,177,51,0,0,0,0
LongParameterList,2,0,0,36,16,9,2,236,87,0,2,0,0
LargeClass,1,244,10,0,0,0,0,694,244,0,24,19,1
LargeClass,2,381,34,0,0,0,0,1854,381,0,47,15,3
LongMethod,1,0,0,56,10,7,3,237,60,0,4,0,0
DeepNesting,3,0,0,23,11,1,9,131,29,0,15,0,0
DeepNesting,1,0,0,20,9,2,4,167,20,0,1,0,0
LongMethod,3,0,0,276,25,12,4,1327,295,0,57,0,0
LongParameterList,2,0,0,153,11,9,2,985,182,0,17,0,0
LongParameterList,3,0,0,40,10,12,2,258,43,0,0,0,0
LongMethod,1,0,0,50,16,2,3,296,94,0,29,0,0
DeepNesting,1,0,0,18,7,3,4,108,34,0,2,0,0
LargeClass,1,410,10,0,0,0,0,1525,410,0,52,9,2
DeepNesting,3,0,0,60,23,4,8,334,62,0,6,0,0
LongMethod,2,0,0,77,17,1,9,440,89,0,9,0,0
NoneSmellorUnknown,0,0,0,6,3,2,1,41,6,0,3,0,0
DeepNesting,3,0,0,73,17,2,16,692,88,0,17,0,0
NoneSmellorUnknown,0,0,0,19,1,0,0,162,22,0,2,0,0
NoneSmellorUnknown,0,66,4,0,0,0,0,267,66,0,1,2,0
LongMethod,1,0,0,63,17,2,2,662,84,0,24,0,0
DeepNesting,3,0,0,36,21,2,8,331,40,0,3,0,0
NoneSmellorUnknown,0,0,0,7,2,2,1,37,9,0,0,0,0
DeepNesting,2,0,0,21,13,0,6,147,24,0,7,0,0
LongParameterList,2,0,0,38,9,17,1,288,50,0,4,0,0
LongMethod,3,0,0,144,25,2,2,840,162,0,12,0,0
LongParameterList,1,0,0,41,7,14,1,260,43,0,3,0,0
LongParameterList,3,0,0,25,10,12,3,293,27,0,7,0,0
LongMethod,3,0,0,129,19,5,6,813,182,0,28,0,0
LongParameterList,2,0,0,15,8,8,1,286,15,0,4,0,0
LongMethod,1,0,0,63,16,18,2,393,70,0,7,0,0
LongMethod,3,0,0,113,20,13,3,712,129,0,10,0,0
DeepNesting,3,0,0,58,17,3,8,378,70,0,4,0,0
LongMethod,3,0,0,109,13,1,4,708,135,0,18,0,0
DeepNesting,3,0,0,55,24,4,13,349,57,0,16,0,0
DeepNesting,3,0,0,402,25,14,11,1745,488,0,44,0,0
DeepNesting,1,0,0,63,17,3,4,715,91,0,33,0,0
LongParameterList,2,0,0,24,8,8,1,119,59,0,0,0,0
LargeClass,1,216,28,0,0,0,0,986,216,0,18,6,2
DeepNesting,2,0,0,84,25,3,6,558,99,0,24,0,0
LargeClass,3,1198,18,0,0,0,0,3401,1198,0,283,59,0
LargeClass,2,386,33,0,0,0,0,3266,386,0,81,2,0
LongMethod,1,0,0,53,19,2,3,308,53,0,4,0,0
LongMethod,2,0,0,85,13,1,3,513,110,0,13,0,0
LongParameterList,3,0,0,117,25,22,4,778,150,0,17,0,0
LongMethod,1,0,0,51,10,15,1,331,63,0,5,0,0
DeepNesting,3,0,0,67,13,3,8,334,124,0,16,0,0
LongParameterList,1,0,0,77,22,7,3,609,96,0,11,0,0
LongParameterList,1,0,0,44,7,7,3,484,59,0,19,0,0
DeepNesting,3,0,0,79,24,3,10,439,85,0,8,0,0
DeepNesting,3,0,0,215,25,9,11,1313,227,0,24,0,0
LargeClass,1,255,31,0,0,0,0,1345,255,0,36,2,2
LongMethod,3,0,0,116,23,1,7,736,166,0,38,0,0
LargeClass,1,641,11,0,0,0,0,2728,641,0,54,3,3
LongParameterList,1,0,0,74,21,6,5,482,84,0,1,0,0
NoneSmellorUnknown,0,0,0,14,2,3,2,62,14,0,0,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,17,6,0,0,0,0
LongParameterList,2,0,0,62,12,9,5,460,115,0,13,0,0
DeepNesting,2,0,0,37,15,2,6,338,37,0,25,0,0
DeepNesting,2,0,0,30,11,7,6,301,44,0,2,0,0
LargeClass,3,1091,28,0,0,0,0,7811,1091,0,112,17,2
LongParameterList,3,0,0,102,21,16,5,674,112,0,9,0,0
DeepNesting,1,0,0,55,15,3,4,384,70,0,6,0,0
NoneSmellorUnknown,0,0,0,2,1,3,0,26,2,0,0,0,0
LongMethod,1,0,0,68,10,4,6,444,73,0,10,0,0
DeepNesting,2,0,0,39,14,2,6,281,49,0,10,0,0
DeepNesting,1,0,0,22,8,5,5,187,34,0,5,0,0
LongMethod,3,0,0,285,25,15,0,1791,338,0,0,0,0
LargeClass,3,496,73,0,0,0,0,3180,496,0,77,70,3
LongParameterList,2,0,0,36,12,8,2,323,65,0,3,0,0
DeepNesting,1,0,0,24,8,1,5,168,27,0,1,0,0
LargeClass,1,253,10,0,0,0,0,1261,253,0,36,0,5
DeepNesting,3,0,0,418,25,19,11,2215,447,0,53,0,0
DeepNesting,2,0,0,29,11,1,6,199,37,0,0,0,0
LongParameterList,1,0,0,51,12,7,1,297,61,0,10,0,0
DeepNesting,1,0,0,45,10,3,4,250,53,0,7,0,0
NoneSmellorUnknown,0,2,0,0,0,0,0,0,2,0,0,0,2
LongParameterList,2,0,0,57,8,8,2,239,68,0,5,0,0
LongParameterList,1,0,0,23,7,7,1,258,29,0,9,0,0
LongMethod,2,0,0,89,16,10,1,423,95,0,18,0,0
LongParameterList,3,0,0,28,12,11,3,308,35,0,5,0,0
LongParameterList,1,0,0,67,9,7,4,294,129,0,9,0,0
DeepNesting,2,0,0,74,25,2,7,517,78,0,8,0,0
LongMethod,1,0,0,71,7,3,3,123,71,0,7,0,0
LongMethod,2,0,0,86,21,15,3,573,99,0,10,0,0
NoneSmellorUnknown,0,0,0,14,1,1,0,88,19,0,0,0,0
LongParameterList,2,0,0,60,14,8,6,600,96,0,9,0,0
LongMethod,2,0,0,109,9,1,3,744,126,0,41,0,0
LongParameterList,1,0,0,7,6,6,3,81,8,0,1,0,0
LongMethod,1,0,0,57,13,9,5,568,88,0,27,0,0
DeepNesting,1,0,0,29,10,3,4,207,39,0,10,0,0
DeepNesting,2,0,0,27,7,1,6,191,35,0,1,0,0
LongParameterList,3,0,0,175,25,19,5,877,200,0,83,0,0
LargeClass,1,518,11,0,0,0,0,4356,518,0,83,39,2
LongMethod,1,0,0,70,16,11,3,376,77,0,6,0,0
LongMethod,1,0,0,63,8,3,2,269,71,0,8,0,0
LongParameterList,2,0,0,53,11,9,3,357,85,0,13,0,0
LargeClass,1,216,12,0,0,0,0,660,216,0,27,4,2
LargeClass,3,707,19,0,0,0,0,3203,707,0,21,18,2
LongMethod,3,0,0,103,24,8,4,566,127,0,15,0,0
DeepNesting,3,0,0,259,25,12,8,3429,377,0,103,0,0
DeepNesting,3,0,0,73,21,2,10,449,74,0,28,0,0
LargeClass,1,316,11,0,0,0,0,1192,316,0,21,27,2
LongParameterList,2,0,0,66,8,10,2,322,85,0,5,0,0
DeepNesting,3,0,0,145,25,0,9,711,160,0,10,0,0
LongParameterList,3,0,0,82,24,19,3,535,95,0,21,0,0
LongMethod,3,0,0,183,23,8,3,948,250,0,45,0,0
LongMethod,3,0,0,127,25,3,3,551,168,0,13,0,0
DeepNesting,2,0,0,50,14,3,7,608,88,0,13,0,0
LongParameterList,2,0,0,51,17,9,3,357,54,0,14,0,0
LongMethod,2,0,0,97,18,3,3,633,127,0,29,0,0
LongMethod,2,0,0,87,17,2,7,436,98,0,2,0,0
LongParameterList,1,0,0,65,11,7,0,479,98,0,0,0,0
DeepNesting,2,0,0,40,15,4,7,179,44,0,4,0,0
LongMethod,1,0,0,54,12,4,0,413,282,0,0,0,0
LargeClass,3,1366,45,0,0,0,0,7460,1366,0,129,115,2
LongMethod,2,0,0,79,10,7,2,302,83,0,4,0,0
LargeClass,2,750,14,0,0,0,0,5286,750,0,199,192,0
NoneSmellorUnknown,0,0,0,19,4,2,3,150,22,0,4,0,0
LongParameterList,2,0,0,58,14,8,5,228,91,0,9,0,0
LargeClass,2,322,13,0,0,0,0,1387,322,0,46,10,2
LongParameterList,3,0,0,87,13,11,2,539,121,0,19,0,0
DeepNesting,1,0,0,36,13,6,5,249,43,0,5,0,0
LargeClass,2,351,14,0,0,0,0,1186,351,0,21,4,2
LargeClass,3,1038,50,0,0,0,0,5299,1038,0,136,25,0
DeepNesting,3,0,0,111,25,4,8,504,135,0,6,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,37,2,0,0,0,0
DeepNesting,3,0,0,186,25,3,12,1370,217,0,15,0,0
LongMethod,2,0,0,76,10,2,0,285,80,0,0,0,0
NoneSmellorUnknown,0,0,0,17,2,1,1,59,21,0,0,0,0
DeepNesting,3,0,0,103,22,6,11,629,123,0,27,0,0
LongParameterList,2,0,0,57,11,8,3,247,66,0,8,0,0
LargeClass,2,315,20,0,0,0,0,1469,315,0,23,14,2
LongParameterList,2,0,0,26,14,8,1,151,37,0,12,0,0
NoneSmellorUnknown,0,0,0,9,1,1,0,52,9,0,0,0,0
LargeClass,2,320,20,0,0,0,0,1198,320,0,28,7,3
DeepNesting,1,0,0,160,19,0,4,637,175,0,32,0,0
DeepNesting,2,0,0,37,22,5,7,319,60,0,4,0,0
LargeClass,3,599,33,0,0,0,0,5785,599,0,314,1,2
LongMethod,2,0,0,94,10,1,6,562,123,0,11,0,0
LargeClass,2,366,30,0,0,0,0,1563,366,0,14,17,2
LongMethod,2,0,0,90,13,16,3,520,102,0,16,0,0
LargeClass,1,250,12,0,0,0,0,1195,250,0,25,8,2
LongMethod,3,0,0,114,16,9,2,583,140,0,11,0,0
LargeClass,1,232,11,0,0,0,0,1190,232,0,30,15,1
LongParameterList,2,0,0,34,8,8,3,301,53,0,2,0,0
LongMethod,1,0,0,74,8,2,2,131,81,0,6,0,0
DeepNesting,2,0,0,15,11,1,6,98,15,0,0,0,0
LongParameterList,3,0,0,112,25,13,3,684,134,0,9,0,0
LongMethod,2,0,0,79,15,8,2,267,90,0,7,0,0
LongMethod,1,0,0,55,19,3,3,377,76,0,4,0,0
LongParameterList,1,0,0,26,6,8,1,156,26,0,0,0,0
DeepNesting,1,0,0,55,15,3,4,384,70,0,6,0,0
LongParameterList,1,0,0,28,8,6,1,142,28,0,7,0,0
LargeClass,2,347,22,0,0,0,0,1893,347,0,11,46,1
LongParameterList,3,0,0,45,12,13,1,239,143,0,2,0,0
LongParameterList,1,0,0,37,6,16,1,192,37,0,1,0,0
NoneSmellorUnknown,0,0,0,7,3,2,1,35,12,0,1,0,0
DeepNesting,3,0,0,166,25,1,12,810,188,0,4,0,0
LongMethod,1,0,0,54,14,2,5,370,63,0,3,0,0
DeepNesting,2,0,0,39,11,2,7,394,43,0,10,0,0
LongParameterList,3,0,0,88,25,10,3,503,106,0,20,0,0
LargeClass,2,327,21,0,0,0,0,1074,327,0,39,7,3
DeepNesting,1,0,0,52,18,1,4,349,76,0,16,0,0
LargeClass,3,3688,54,0,0,0,0,4680,3688,0,221,11,2
LongMethod,1,0,0,72,8,8,0,554,162,0,0,0,0
LongMethod,1,0,0,57,12,5,3,314,64,0,1,0,0
LongMethod,1,0,0,58,22,4,4,360,65,0,4,0,0
DeepNesting,2,0,0,100,25,2,7,580,127,0,18,0,0
LongParameterList,2,0,0,76,11,9,2,307,89,0,6,0,0
LongMethod,3,0,0,143,13,6,3,255,144,0,10,0,0
LongMethod,1,0,0,53,9,1,3,290,65,0,11,0,0
DeepNesting,2,0,0,109,25,3,6,639,157,0,19,0,0
LargeClass,2,352,23,0,0,0,0,1604,352,0,58,16,2
DeepNesting,3,0,0,81,25,8,12,956,126,0,3,0,0
DeepNesting,3,0,0,119,25,1,23,893,158,0,30,0,0
LongMethod,2,0,0,83,24,4,5,643,111,0,19,0,0
LongParameterList,3,0,0,207,25,68,1,1408,340,0,47,0,0
DeepNesting,3,0,0,93,25,1,9,657,102,0,30,0,0
DeepNesting,3,0,0,128,25,4,10,580,133,0,15,0,0
LongMethod,3,0,0,113,25,13,4,806,191,0,19,0,0
LargeClass,2,306,25,0,0,0,0,2291,306,0,48,0,0
LongParameterList,3,0,0,86,25,14,1,586,103,0,13,0,0
NoneSmellorUnknown,0,117,3,0,0,0,0,497,117,0,3,2,0
LongParameterList,3,0,0,161,16,20,3,577,188,0,17,0,0
LongMethod,3,0,0,296,25,0,4,1913,428,0,51,0,0
LongMethod,1,0,0,71,19,15,4,689,82,0,13,0,0
DeepNesting,3,0,0,524,25,1,8,3643,761,0,80,0,0
LargeClass,1,243,13,0,0,0,0,826,243,0,9,15,0
DeepNesting,2,0,0,36,23,1,6,345,44,0,8,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,17,3,0,1,0,0
NoneSmellorUnknown,0,0,0,5,3,1,2,25,5,0,1,0,0
DeepNesting,3,0,0,42,10,0,9,297,46,0,6,0,0
LongMethod,1,0,0,71,9,9,4,323,82,0,6,0,0
DeepNesting,1,0,0,43,12,5,4,225,48,0,0,0,0
DeepNesting,1,0,0,20,8,1,5,141,28,0,9,0,0
LargeClass,2,308,22,0,0,0,0,1996,308,0,34,1,3
LongParameterList,2,0,0,72,9,10,0,355,86,0,0,0,0
LongParameterList,2,0,0,110,14,8,3,409,147,0,20,0,0
NoneSmellorUnknown,0,0,0,2,1,0,0,8,2,0,0,0,0
LongMethod,2,0,0,94,8,8,4,442,187,0,27,0,0
LargeClass,3,792,33,0,0,0,0,3326,792,0,124,20,2
NoneSmellorUnknown,0,0,0,20,3,0,3,113,26,0,4,0,0
DeepNesting,3,0,0,31,13,2,12,141,32,0,0,0,0
DeepNesting,1,0,0,41,4,2,4,265,75,0,12,0,0
LargeClass,1,221,18,0,0,0,0,1416,221,0,21,0,0
LongParameterList,2,0,0,134,8,13,3,592,225,0,20,0,0
LongMethod,3,0,0,154,22,12,3,643,174,0,14,0,0
LongMethod,2,0,0,86,10,8,5,430,96,0,12,0,0
LargeClass,2,329,55,0,0,0,0,1914,329,0,52,48,3
LongMethod,2,0,0,97,20,2,4,502,132,0,3,0,0
NoneSmellorUnknown,0,0,0,10,4,1,1,61,13,0,0,0,0
LongMethod,1,0,0,55,11,2,5,266,137,0,3,0,0
NoneSmellorUnknown,0,0,0,10,1,3,0,79,14,0,5,0,0
LongMethod,3,0,0,171,25,1,4,878,235,0,30,0,0
DeepNesting,3,0,0,40,17,1,8,258,43,0,21,0,0
DeepNesting,1,0,0,27,14,3,5,251,37,0,4,0,0
LongMethod,3,0,0,114,14,6,4,536,139,0,13,0,0
LongParameterList,2,0,0,52,10,8,1,435,54,0,0,0,0
LongParameterList,1,0,0,21,9,7,1,169,21,0,5,0,0
LongParameterList,1,0,0,51,13,7,4,414,85,0,14,0,0
DeepNesting,2,0,0,28,25,4,6,271,34,0,4,0,0
NoneSmellorUnknown,0,0,0,5,2,2,1,33,5,0,2,0,0
LongMethod,3,0,0,133,20,2,4,849,150,0,23,0,0
LongMethod,3,0,0,702,25,1,26,6141,1032,0,71,0,0
LongParameterList,3,0,0,65,12,11,2,394,74,0,22,0,0
LongParameterList,1,0,0,42,10,6,3,200,60,0,5,0,0
LongParameterList,2,0,0,86,11,8,5,938,117,0,1,0,0
LongMethod,1,0,0,68,10,11,1,335,80,0,17,0,0
LongMethod,2,0,0,91,22,18,1,566,98,0,12,0,0
DeepNesting,3,0,0,57,22,2,13,410,64,0,0,0,0
LongParameterList,3,0,0,32,14,10,2,305,47,0,1,0,0
LongMethod,2,0,0,85,17,6,2,280,115,0,7,0,0
LongMethod,1,0,0,52,9,2,4,342,60,0,4,0,0
LongMethod,3,0,0,332,19,2,0,505,348,0,0,0,0
NoneSmellorUnknown,0,0,0,5,2,3,1,67,8,0,3,0,0
LongParameterList,2,0,0,79,25,8,7,581,125,0,24,0,0
LargeClass,3,671,19,0,0,0,0,3927,671,0,87,46,0
LongMethod,3,0,0,133,22,16,2,573,151,0,13,0,0
NoneSmellorUnknown,0,0,0,15,1,4,0,55,15,0,1,0,0
DeepNesting,3,0,0,52,23,2,10,393,68,0,11,0,0
DeepNesting,1,0,0,76,19,5,5,568,97,0,22,0,0
LargeClass,1,235,12,0,0,0,0,1215,235,0,11,10,0
DeepNesting,2,0,0,28,9,1,6,204,53,0,7,0,0
LargeClass,2,419,12,0,0,0,0,3913,419,0,23,5,2
DeepNesting,1,0,0,52,15,1,5,258,71,0,17,0,0
LongMethod,1,0,0,55,20,1,5,416,65,0,21,0,0
LongMethod,2,0,0,91,17,3,4,500,113,0,2,0,0
DeepNesting,2,0,0,107,25,4,7,1336,121,0,9,0,0
LongParameterList,1,0,0,54,7,8,1,250,67,0,2,0,0
DeepNesting,2,0,0,69,12,9,6,343,72,0,9,0,0
LongParameterList,1,0,0,53,17,7,3,341,71,0,9,0,0
LongParameterList,2,0,0,75,12,8,2,492,86,0,18,0,0
LongParameterList,2,0,0,88,25,8,5,557,177,0,14,0,0
LongParameterList,1,0,0,24,7,7,1,124,73,0,7,0,0
LongMethod,1,0,0,65,15,2,4,700,100,0,14,0,0
LargeClass,3,1880,73,0,0,0,0,7717,1880,0,127,8,3
LongMethod,3,0,0,382,25,32,4,2555,591,0,72,0,0
LongMethod,2,0,0,96,9,16,2,414,106,0,3,0,0
LongMethod,2,0,0,84,25,3,6,683,118,0,31,0,0
DeepNesting,3,0,0,56,25,1,9,498,86,0,10,0,0
LongMethod,2,0,0,90,15,6,2,455,104,0,16,0,0
LongMethod,1,0,0,59,22,1,7,518,79,0,10,0,0
LongMethod,3,0,0,121,10,11,4,1353,151,0,21,0,0
LongMethod,2,0,0,77,8,1,1,521,88,0,35,0,0
LargeClass,1,244,13,0,0,0,0,829,244,0,18,15,2
LongParameterList,2,0,0,108,9,8,4,494,110,0,11,0,0
DeepNesting,2,0,0,25,13,7,6,184,26,0,1,0,0
LongMethod,2,0,0,81,18,2,2,597,98,0,34,0,0
NoneSmellorUnknown,0,0,0,2,2,1,0,41,2,0,2,0,0
LargeClass,1,254,12,0,0,0,0,873,254,0,19,5,2
LongParameterList,2,0,0,116,12,9,5,339,120,0,15,0,0
DeepNesting,1,0,0,9,6,0,4,68,10,0,1,0,0
LongParameterList,1,0,0,103,9,7,0,491,117,0,0,0,0
LargeClass,2,303,12,0,0,0,0,893,303,0,30,1,2
DeepNesting,3,0,0,52,17,1,8,370,78,0,4,0,0
LargeClass,3,417,16,0,0,0,0,1618,417,0,1,0,2
LargeClass,1,289,10,0,0,0,0,2213,289,0,27,76,0
LongParameterList,3,0,0,103,16,23,3,584,121,0,13,0,0
LongMethod,2,0,0,91,11,1,1,1184,166,0,13,0,0
DeepNesting,1,0,0,33,9,3,4,182,39,0,2,0,0
LongMethod,3,0,0,117,17,3,0,672,128,0,0,0,0
LongParameterList,3,0,0,49,14,16,7,420,60,0,7,0,0
LongMethod,3,0,0,132,25,4,6,1149,185,0,24,0,0
DeepNesting,1,0,0,17,6,3,4,103,28,0,5,0,0
LongParameterList,3,0,0,84,22,17,3,514,110,0,5,0,0
LargeClass,3,1527,164,0,0,0,0,10771,1527,0,373,107,2
LargeClass,3,988,79,0,0,0,0,8926,988,0,171,0,0
LongParameterList,2,0,0,45,19,9,2,319,50,0,8,0,0
LongMethod,1,0,0,63,9,0,3,501,87,0,19,0,0
DeepNesting,1,0,0,23,7,0,4,117,30,0,6,0,0
LongParameterList,1,0,0,37,7,6,2,428,55,0,2,0,0
NoneSmellorUnknown,0,9,0,0,0,0,0,0,9,0,1,0,2
NoneSmellorUnknown,0,0,0,5,1,3,0,60,5,0,0,0,0
LargeClass,3,624,27,0,0,0,0,2701,624,0,96,0,0
LongMethod,1,0,0,52,10,5,3,337,113,0,18,0,0
LongParameterList,2,0,0,58,20,8,4,406,142,0,38,0,0
LargeClass,2,341,28,0,0,0,0,910,341,0,29,3,2
LargeClass,2,359,19,0,0,0,0,2382,359,0,23,0,3
DeepNesting,3,0,0,61,23,1,12,657,66,0,2,0,0
NoneSmellorUnknown,0,0,0,18,1,1,3,118,29,0,6,0,0
LargeClass,1,211,18,0,0,0,0,1501,211,0,33,18,3
LongMethod,2,0,0,84,25,3,6,558,99,0,24,0,0
LongParameterList,1,0,0,54,13,6,3,458,75,0,10,0,0
LongParameterList,3,0,0,61,13,12,1,290,67,0,5,0,0
LongParameterList,2,0,0,71,23,9,4,514,82,0,21,0,0
LongParameterList,1,0,0,56,14,7,3,257,184,0,25,0,0
LargeClass,2,312,17,0,0,0,0,1181,312,0,12,12,2
LongParameterList,2,0,0,72,8,14,2,317,80,0,3,0,0
DeepNesting,3,0,0,28,9,2,13,378,90,0,56,0,0
DeepNesting,1,0,0,23,7,1,4,237,23,0,5,0,0
LongMethod,2,0,0,99,18,6,3,813,157,0,9,0,0
LongMethod,3,0,0,173,25,3,7,1253,254,0,21,0,0
