smell_type,severity,LOC,NOM,LOC_method,CYCLO_method,NOP_method,NEST,TOKEN_COUNT,LENGTH,FAN_IN,FAN_OUT,ATTR_COUNT,INHERIT_DEPTH
NoneSmellorUnknown,0,0,0,9,1,2,0,64,12,0,0,0,0
LongMethod,3,0,0,133,11,17,2,522,164,0,6,0,0
NoneSmellorUnknown,0,0,0,8,2,2,1,73,13,0,3,0,0
LargeClass,1,232,13,0,0,0,0,655,232,0,7,6,2
NoneSmellorUnknown,0,0,0,9,1,2,0,40,9,0,1,0,0
LargeClass,1,263,14,0,0,0,0,512,263,0,17,17,0
DeepNesting,1,0,0,33,13,4,4,186,44,0,0,0,0
LargeClass,3,508,61,0,0,0,0,3353,508,0,30,5,1
LongParameterList,3,0,0,152,11,19,2,744,184,0,19,0,0
LongMethod,2,0,0,82,12,14,3,436,92,0,12,0,0
LongParameterList,1,0,0,56,11,6,3,295,75,0,9,0,0
LongParameterList,1,0,0,93,25,6,5,724,117,0,18,0,0
LongParameterList,2,0,0,53,8,8,3,318,67,0,24,0,0
DeepNesting,1,0,0,38,8,4,4,176,40,0,4,0,0
DeepNesting,1,0,0,88,25,6,5,507,99,0,17,0,0
LargeClass,1,212,11,0,0,0,0,919,212,0,8,0,2
LongMethod,1,0,0,73,17,2,1,449,93,0,19,0,0
DeepNesting,3,0,0,73,21,7,10,792,114,0,9,0,0
DeepNesting,3,0,0,64,12,2,10,453,65,0,3,0,0
LargeClass,3,2873,18,0,0,0,0,2220,2873,0,7,4,2
DeepNesting,3,0,0,135,25,1,11,704,174,0,15,0,0
LongMethod,3,0,0,135,25,2,5,893,172,0,47,0,0
NoneSmellorUnknown,0,0,0,10,3,2,1,119,14,0,1,0,0
LargeClass,2,326,22,0,0,0,0,1277,326,0,20,0,3
LongMethod,2,0,0,94,25,5,3,699,145,0,11,0,0
LongParameterList,1,0,0,35,7,10,1,196,42,0,2,0,0
DeepNesting,3,0,0,57,15,3,8,645,75,0,18,0,0
LongMethod,2,0,0,82,19,11,6,562,128,0,20,0,0
LargeClass,3,2268,60,0,0,0,0,12661,2268,0,185,1,3
LargeClass,2,386,15,0,0,0,0,1980,386,0,28,4,2
LongParameterList,3,0,0,123,20,14,3,758,256,0,30,0,0
NoneSmellorUnknown,0,0,0,15,2,3,1,148,15,0,4,0,0
LargeClass,3,468,26,0,0,0,0,3033,468,0,3,17,1
DeepNesting,2,0,0,62,10,3,6,378,79,0,6,0,0
LargeClass,1,244,13,0,0,0,0,1165,244,0,12,7,0
LargeClass,1,287,10,0,0,0,0,1783,287,0,5,3,3
DeepNesting,2,0,0,70,21,1,6,452,76,0,3,0,0
DeepNesting,3,0,0,33,16,3,8,206,33,0,7,0,0
LongParameterList,3,0,0,142,19,23,6,592,149,0,23,0,0
LongMethod,2,0,0,91,25,6,4,784,119,0,18,0,0
DeepNesting,3,0,0,26,12,3,11,190,26,0,14,0,0
LongParameterList,1,0,0,21,9,7,3,143,21,0,0,0,0
LongParameterList,2,0,0,42,8,13,1,245,49,0,1,0,0
LongMethod,1,0,0,73,11,8,3,438,83,0,6,0,0
LongParameterList,3,0,0,83,25,10,7,524,125,0,5,0,0
DeepNesting,3,0,0,122,25,5,8,605,132,0,3,0,0
LargeClass,2,371,13,0,0,0,0,2155,371,0,99,0,2
NoneSmellorUnknown,0,0,0,13,5,4,2,94,13,0,6,0,0
DeepNesting,2,0,0,187,25,0,7,975,214,0,9,0,0
LongParameterList,2,0,0,144,12,8,3,672,175,0,18,0,0
LargeClass,1,426,11,0,0,0,0,2851,426,0,39,17,2
LongParameterList,3,0,0,118,25,11,6,930,182,0,17,0,0
DeepNesting,3,0,0,84,16,3,8,596,107,0,16,0,0
DeepNesting,3,0,0,66,25,2,15,575,67,0,0,0,0
DeepNesting,1,0,0,20,7,2,4,195,21,0,5,0,0
LargeClass,3,599,36,0,0,0,0,2041,599,0,38,37,0
DeepNesting,2,0,0,52,18,4,6,321,95,0,5,0,0
LongParameterList,3,0,0,128,19,13,3,420,133,0,26,0,0
LongMethod,2,0,0,85,23,1,11,571,106,0,1,0,0
LongParameterList,1,0,0,29,6,8,1,206,33,0,7,0,0
LongParameterList,1,0,0,47,15,6,2,254,65,0,15,0,0
LongMethod,2,0,0,87,25,2,6,627,98,0,19,0,0
LongMethod,2,0,0,95,25,7,6,504,119,0,4,0,0
DeepNesting,3,0,0,55,25,4,13,355,57,0,16,0,0
DeepNesting,1,0,0,22,13,1,4,202,27,0,8,0,0
NoneSmellorUnknown,0,0,0,9,2,5,0,67,9,0,1,0,0
DeepNesting,1,0,0,41,11,5,4,204,52,0,3,0,0
DeepNesting,1,0,0,18,6,1,4,115,22,0,4,0,0
LongParameterList,1,0,0,21,6,6,2,291,23,0,11,0,0
LongParameterList,3,0,0,111,12,10,1,335,126,0,8,0,0
DeepNesting,3,0,0,51,14,2,8,506,54,0,0,0,0
LongParameterList,1,0,0,55,10,6,2,376,57,0,4,0,0
LongMethod,1,0,0,51,15,3,5,367,67,0,1,0,0
NoneSmellorUnknown,0,0,0,10,2,1,2,73,10,0,1,0,0
DeepNesting,1,0,0,23,9,1,4,148,30,0,0,0,0
LargeClass,1,241,10,0,0,0,0,1459,241,0,6,12,1
DeepNesting,3,0,0,47,21,1,8,339,55,0,0,0,0
LongMethod,2,0,0,77,23,2,5,559,94,0,15,0,0
DeepNesting,3,0,0,300,25,1,8,2143,425,0,49,0,0
NoneSmellorUnknown,0,15,2,0,0,0,0,43,15,0,1,0,2
DeepNesting,3,0,0,30,13,2,8,206,38,0,3,0,0
LargeClass,3,557,18,0,0,0,0,4237,557,0,118,0,1
LongParameterList,3,0,0,239,25,47,4,1426,255,0,18,0,0
DeepNesting,1,0,0,17,8,1,5,172,26,0,2,0,0
LongParameterList,1,0,0,89,7,17,1,427,98,0,3,0,0
DeepNesting,3,0,0,94,11,3,8,246,105,0,4,0,0
LongMethod,1,0,0,88,6,2,1,948,124,0,24,0,0
NoneSmellorUnknown,0,0,0,3,1,2,1,21,3,0,1,0,0
LargeClass,2,324,12,0,0,0,0,1861,324,0,36,2,2
LongMethod,2,0,0,80,10,1,4,470,110,0,10,0,0
LargeClass,1,244,10,0,0,0,0,1135,244,0,13,6,3
DeepNesting,2,0,0,132,25,4,7,703,157,0,7,0,0
LargeClass,2,364,26,0,0,0,0,2167,364,0,26,2,1
LongParameterList,3,0,0,86,10,12,3,354,96,0,3,0,0
LongParameterList,3,0,0,63,11,13,2,380,65,0,13,0,0
LongParameterList,1,0,0,56,12,7,1,471,63,0,10,0,0
LongParameterList,1,0,0,20,6,7,3,160,22,0,2,0,0
LongMethod,1,0,0,52,16,1,3,596,74,0,14,0,0
LongParameterList,1,0,0,32,7,6,3,198,46,0,4,0,0
NoneSmellorUnknown,0,44,2,0,0,0,0,259,44,0,3,4,1
LongMethod,1,0,0,74,21,7,2,426,88,0,8,0,0
LongMethod,3,0,0,103,25,3,7,798,111,0,12,0,0
LongMethod,2,0,0,80,11,4,2,445,110,0,29,0,0
LongMethod,3,0,0,149,25,9,7,895,164,0,26,0,0
LargeClass,3,419,49,0,0,0,0,1721,419,0,39,8,3
DeepNesting,1,0,0,28,9,4,5,261,49,0,17,0,0
LargeClass,3,586,90,0,0,0,0,2479,586,0,56,8,1
LongParameterList,1,0,0,22,7,10,1,170,26,0,1,0,0
DeepNesting,1,0,0,18,10,3,4,114,22,0,3,0,0
LargeClass,2,300,25,0,0,0,0,800,300,0,4,2,2
DeepNesting,2,0,0,26,9,1,6,168,29,0,6,0,0
LargeClass,1,255,23,0,0,0,0,1367,255,0,47,13,2
LongParameterList,2,0,0,75,10,8,3,337,101,0,14,0,0
DeepNesting,1,0,0,286,25,34,4,1195,331,0,18,0,0
DeepNesting,3,0,0,27,12,4,11,150,28,0,12,0,0
LongMethod,3,0,0,187,25,2,5,1648,225,0,53,0,0
LongParameterList,3,0,0,69,17,10,3,293,75,0,6,0,0
LongMethod,1,0,0,72,18,9,3,611,78,0,19,0,0
LargeClass,2,321,18,0,0,0,0,1696,321,0,81,0,2
LongParameterList,3,0,0,104,17,13,3,581,130,0,12,0,0
DeepNesting,3,0,0,79,25,2,9,732,87,0,16,0,0
LongParameterList,1,0,0,27,6,8,2,185,39,0,1,0,0
LongMethod,1,0,0,112,7,1,3,881,119,0,34,0,0
LongMethod,3,0,0,105,11,2,2,580,124,0,4,0,0
LongMethod,2,0,0,85,17,2,4,284,98,0,20,0,0
LongMethod,3,0,0,103,18,9,2,609,125,0,14,0,0
LargeClass,3,1159,27,0,0,0,0,4482,1159,0,36,0,3
LongParameterList,1,0,0,72,6,6,1,499,114,0,20,0,0
LongParameterList,2,0,0,112,12,8,2,698,123,0,18,0,0
LongMethod,1,0,0,106,6,4,2,341,127,0,4,0,0
NoneSmellorUnknown,0,0,0,55,1,2,0,556,56,0,0,0,0
LongParameterList,1,0,0,41,7,7,2,233,45,0,13,0,0
LargeClass,2,312,18,0,0,0,0,1429,312,0,43,12,2
LongParameterList,1,0,0,74,9,7,0,398,81,0,0,0,0
LargeClass,2,326,18,0,0,0,0,974,326,0,32,4,0
LongParameterList,1,0,0,27,9,6,3,131,29,0,4,0,0
LongMethod,3,0,0,150,21,5,5,698,155,0,16,0,0
LongMethod,3,0,0,110,11,0,0,589,137,0,0,0,0
LargeClass,3,553,20,0,0,0,0,6157,553,0,208,3,1
DeepNesting,1,0,0,47,11,4,4,245,59,0,0,0,0
NoneSmellorUnknown,0,0,0,3,1,1,0,20,6,0,0,0,0
DeepNesting,3,0,0,207,25,7,12,1782,299,0,23,0,0
LongMethod,3,0,0,114,11,3,2,424,134,0,10,0,0
LongParameterList,2,0,0,55,11,9,3,434,69,0,1,0,0
LongMethod,2,0,0,92,24,2,3,609,102,0,14,0,0
LargeClass,3,829,137,0,0,0,0,2855,829,0,131,3,1
LongMethod,1,0,0,68,18,3,3,351,105,0,12,0,0
LongParameterList,1,0,0,38,10,7,2,222,42,0,5,0,0
DeepNesting,3,0,0,44,13,2,10,219,87,0,11,0,0
LargeClass,2,328,12,0,0,0,0,1939,328,0,58,7,2
LongParameterList,1,0,0,19,6,6,4,160,22,0,8,0,0
DeepNesting,2,0,0,18,8,3,7,154,18,0,9,0,0
LargeClass,2,334,15,0,0,0,0,1462,334,0,41,27,0
LargeClass,1,224,23,0,0,0,0,1440,224,0,34,1,1
LargeClass,3,559,42,0,0,0,0,3183,559,0,49,90,3
LongParameterList,1,0,0,34,7,6,1,218,43,0,6,0,0
LongParameterList,3,0,0,82,14,17,1,487,86,0,5,0,0
LongParameterList,3,0,0,45,14,13,1,376,49,0,0,0,0
LongMethod,3,0,0,105,25,1,3,520,143,0,16,0,0
DeepNesting,3,0,0,25,15,2,9,198,26,0,2,0,0
LargeClass,2,437,14,0,0,0,0,2008,437,0,54,11,2
LongMethod,3,0,0,375,25,3,0,1945,473,0,0,0,0
DeepNesting,1,0,0,97,14,2,5,608,147,0,19,0,0
LongParameterList,1,0,0,38,7,6,0,231,60,0,0,0,0
LargeClass,3,629,25,0,0,0,0,2256,629,0,56,31,0
NoneSmellorUnknown,0,23,5,0,0,0,0,116,23,0,3,4,0
LargeClass,1,260,16,0,0,0,0,1076,260,0,42,1,1
LongMethod,2,0,0,104,9,4,5,865,147,0,5,0,0
LongMethod,2,0,0,97,13,4,3,578,130,0,8,0,0
LargeClass,1,275,27,0,0,0,0,719,275,0,17,15,0
LargeClass,1,222,11,0,0,0,0,760,222,0,14,13,3
DeepNesting,3,0,0,48,9,6,12,408,50,0,8,0,0
DeepNesting,3,0,0,452,25,1,8,2828,631,0,62,0,0
LargeClass,2,303,13,0,0,0,0,1032,303,0,21,5,2
LongMethod,2,0,0,89,23,1,4,413,111,0,20,0,0
LongParameterList,1,0,0,77,11,6,3,646,101,0,18,0,0
LongParameterList,1,0,0,11,7,7,1,87,27,0,0,0,0
LongParameterList,3,0,0,28,12,12,1,204,118,0,0,0,0
LargeClass,2,355,30,0,0,0,0,1996,355,0,43,0,1
LongParameterList,3,0,0,98,17,12,2,389,117,0,13,0,0
DeepNesting,1,0,0,39,10,4,4,308,55,0,19,0,0
DeepNesting,3,0,0,68,25,2,12,579,74,0,12,0,0
NoneSmellorUnknown,0,0,0,22,3,7,1,167,22,0,0,0,0
LongMethod,2,0,0,77,23,0,2,418,134,0,24,0,0
LongParameterList,2,0,0,96,12,9,0,420,104,0,0,0,0
LongParameterList,1,0,0,33,12,7,3,237,33,0,7,0,0
LargeClass,1,258,10,0,0,0,0,1839,258,0,14,8,1
LongMethod,2,0,0,89,11,2,3,720,102,0,5,0,0
DeepNesting,2,0,0,66,25,3,7,663,80,0,55,0,0
LargeClass,3,416,22,0,0,0,0,1735,416,0,41,13,2
LongParameterList,1,0,0,55,11,7,0,220,55,0,0,0,0
LongMethod,3,0,0,163,25,1,3,1475,213,0,47,0,0
LongParameterList,3,0,0,100,22,10,2,639,107,0,18,0,0
DeepNesting,2,0,0,30,15,2,7,217,33,0,8,0,0
DeepNesting,3,0,0,202,25,5,8,634,223,0,24,0,0
LargeClass,2,399,32,0,0,0,0,1795,399,0,16,18,1
DeepNesting,3,0,0,44,21,3,8,404,49,0,24,0,0
LongMethod,1,0,0,69,10,4,4,461,83,0,0,0,0
LongMethod,3,0,0,129,25,15,8,678,167,0,16,0,0
LargeClass,1,224,13,0,0,0,0,1570,224,0,14,2,1
LongParameterList,2,0,0,66,9,10,2,346,116,0,9,0,0
DeepNesting,1,0,0,59,17,7,4,499,98,0,1,0,0
LargeClass,2,488,14,0,0,0,0,3304,488,0,36,37,2
LongParameterList,3,0,0,98,11,10,2,638,143,0,14,0,0
LargeClass,2,450,12,0,0,0,0,1994,450,0,75,14,2
LongMethod,3,0,0,112,23,20,2,567,136,0,11,0,0
LongMethod,2,0,0,96,15,3,3,461,111,0,17,0,0
LongParameterList,2,0,0,40,10,9,5,255,45,0,4,0,0
LargeClass,3,457,51,0,0,0,0,2585,457,0,149,4,2
LongMethod,2,0,0,84,9,4,2,383,96,0,15,0,0
LongParameterList,1,0,0,27,7,6,3,190,30,0,2,0,0
LongParameterList,1,0,0,14,6,6,0,175,14,0,7,0,0
LargeClass,2,343,25,0,0,0,0,1075,343,0,25,14,0
LongParameterList,1,0,0,43,6,7,3,388,45,0,7,0,0
NoneSmellorUnknown,0,0,0,5,2,1,0,30,5,0,1,0,0
LongParameterList,2,0,0,144,15,8,6,482,155,0,11,0,0
LargeClass,1,237,11,0,0,0,0,906,237,0,16,8,2
LargeClass,3,710,23,0,0,0,0,2745,710,0,86,12,3
LongParameterList,2,0,0,59,13,9,4,271,60,0,2,0,0
LargeClass,2,348,44,0,0,0,0,2803,348,0,21,5,2
LargeClass,1,206,10,0,0,0,0,1443,206,0,23,2,5
DeepNesting,3,0,0,41,23,2,8,506,51,0,7,0,0
LongParameterList,2,0,0,59,11,9,4,270,71,0,4,0,0
LongParameterList,2,0,0,84,8,12,0,296,92,0,0,0,0
LongParameterList,2,0,0,47,8,12,4,220,47,0,0,0,0
LargeClass,3,430,21,0,0,0,0,3183,430,0,41,1,0
LongParameterList,1,0,0,38,15,6,2,309,41,0,2,0,0
DeepNesting,3,0,0,48,17,4,8,328,55,0,2,0,0
DeepNesting,3,0,0,247,25,5,8,1973,332,0,14,0,0
LongMethod,3,0,0,103,25,5,4,494,118,0,10,0,0
LongMethod,2,0,0,83,14,4,4,274,93,0,12,0,0
NoneSmellorUnknown,0,0,0,3,1,1,0,18,3,0,1,0,0
LargeClass,1,224,13,0,0,0,0,1181,224,0,51,0,2
LongParameterList,2,0,0,79,21,8,3,518,93,0,10,0,0
LongMethod,2,0,0,78,25,12,3,445,116,0,9,0,0
DeepNesting,1,0,0,26,10,1,4,268,29,0,8,0,0
LargeClass,3,745,24,0,0,0,0,3216,745,0,98,16,2
LargeClass,3,443,48,0,0,0,0,3026,443,0,85,4,0
LargeClass,3,1077,54,0,0,0,0,5789,1077,0,109,38,5
LongMethod,2,0,0,84,8,18,3,217,84,0,5,0,0
LongMethod,3,0,0,106,25,3,18,698,119,0,26,0,0
LargeClass,1,298,11,0,0,0,0,1919,298,0,49,27,0
LargeClass,3,2573,241,0,0,0,0,17591,2573,0,381,13,2
DeepNesting,1,0,0,28,13,1,4,205,52,0,9,0,0
NoneSmellorUnknown,0,0,0,53,1,1,0,271,62,0,6,0,0
LongMethod,3,0,0,299,25,2,7,1373,367,0,45,0,0
LongMethod,1,0,0,52,8,4,4,215,53,0,7,0,0
DeepNesting,2,0,0,151,25,5,7,752,184,0,50,0,0
NoneSmellorUnknown,0,0,0,2,1,2,0,16,2,0,1,0,0
DeepNesting,3,0,0,32,16,4,8,271,32,0,2,0,0
LongMethod,2,0,0,76,13,1,3,617,105,0,13,0,0
LargeClass,1,294,10,0,0,0,0,1230,294,0,12,0,2
LongParameterList,3,0,0,288,25,14,6,1197,307,0,34,0,0
LargeClass,1,251,12,0,0,0,0,1082,251,0,45,1,2
LongMethod,1,0,0,54,6,3,2,419,65,0,9,0,0
NoneSmellorUnknown,0,0,0,3,1,1,0,21,3,0,0,0,0
LargeClass,2,308,25,0,0,0,0,2629,308,0,47,2,0
LongParameterList,2,0,0,81,10,9,3,432,113,0,6,0,0
DeepNesting,2,0,0,22,7,1,6,116,22,0,0,0,0
DeepNesting,2,0,0,126,25,22,6,782,157,0,13,0,0
LongParameterList,1,0,0,34,12,7,2,189,37,0,8,0,0
LongParameterList,3,0,0,71,11,19,1,549,81,0,24,0,0
LargeClass,3,570,43,0,0,0,0,4333,570,0,28,0,1
DeepNesting,1,0,0,62,12,1,4,434,67,0,10,0,0
LongParameterList,2,0,0,50,16,8,2,333,54,0,4,0,0
LongParameterList,1,0,0,55,6,23,3,285,59,0,6,0,0
DeepNesting,3,0,0,85,25,4,8,552,160,0,34,0,0
LargeClass,2,322,20,0,0,0,0,2031,322,0,50,5,0
NoneSmellorUnknown,0,0,0,3,1,1,0,29,3,0,2,0,0
LongParameterList,3,0,0,76,15,14,3,775,86,0,23,0,0
LongMethod,1,0,0,56,20,2,4,383,56,0,7,0,0
LongMethod,3,0,0,105,13,1,0,698,116,0,0,0,0
DeepNesting,2,0,0,48,11,2,7,281,59,0,6,0,0
LongParameterList,1,0,0,44,6,9,3,186,47,0,3,0,0
LongParameterList,2,0,0,91,17,8,2,558,128,0,24,0,0
DeepNesting,2,0,0,22,12,2,6,187,24,0,8,0,0
LongMethod,2,0,0,92,19,0,4,763,107,0,36,0,0
LongParameterList,1,0,0,45,6,8,4,313,55,0,7,0,0
LargeClass,2,321,19,0,0,0,0,1970,321,0,15,7,2
LongMethod,1,0,0,50,11,1,0,348,51,0,0,0,0
LargeClass,1,202,12,0,0,0,0,1011,202,0,30,12,2
DeepNesting,1,0,0,29,8,2,4,273,36,0,8,0,0
DeepNesting,2,0,0,65,20,3,7,406,71,0,11,0,0
LongMethod,1,0,0,60,24,3,5,396,94,0,17,0,0
LongMethod,2,0,0,99,25,5,5,911,131,0,32,0,0
DeepNesting,2,0,0,83,23,2,6,507,104,0,22,0,0
NoneSmellorUnknown,0,0,0,9,1,0,0,39,9,0,1,0,0
LongMethod,1,0,0,61,18,1,3,401,77,0,9,0,0
LongParameterList,2,0,0,78,9,10,1,312,84,0,6,0,0
LongParameterList,2,0,0,67,25,8,10,765,83,0,28,0,0
LargeClass,1,241,15,0,0,0,0,1727,241,0,18,6,1
NoneSmellorUnknown,0,47,7,0,0,0,0,324,47,0,5,8,0
LongParameterList,1,0,0,36,11,7,5,293,89,0,0,0,0
NoneSmellorUnknown,0,0,0,3,1,1,0,27,3,0,2,0,0
LongParameterList,2,0,0,94,25,8,4,715,104,0,22,0,0
DeepNesting,3,0,0,237,25,12,8,1251,255,0,42,0,0
NoneSmellorUnknown,0,0,0,10,2,2,1,91,16,0,0,0,0
DeepNesting,3,0,0,89,25,3,12,1523,94,0,41,0,0
LongMethod,3,0,0,127,25,3,4,681,157,0,12,0,0
LargeClass,3,678,35,0,0,0,0,3591,678,0,154,0,2
LongMethod,2,0,0,80,10,11,3,431,110,0,6,0,0
LongParameterList,2,0,0,28,8,9,0,169,48,0,0,0,0
LargeClass,2,444,13,0,0,0,0,1761,444,0,45,33,2
DeepNesting,2,0,0,111,25,4,6,724,149,0,10,0,0
LongParameterList,3,0,0,44,12,13,1,235,132,0,2,0,0
LongParameterList,2,0,0,39,8,10,3,177,40,0,4,0,0
LongParameterList,3,0,0,116,24,11,10,660,132,0,38,0,0
LongMethod,3,0,0,123,10,1,2,505,158,0,22,0,0
LongMethod,3,0,0,129,25,1,5,726,155,0,15,0,0
DeepNesting,3,0,0,33,10,2,9,233,36,0,0,0,0
LongMethod,1,0,0,67,8,3,2,608,80,0,0,0,0
LongMethod,2,0,0,89,8,3,2,339,100,0,7,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,14,2,0,1,0,0
LargeClass,3,915,45,0,0,0,0,6480,915,0,219,37,2
NoneSmellorUnknown,0,0,0,12,1,0,0,86,12,0,1,0,0
LargeClass,2,371,17,0,0,0,0,1330,371,0,2,5,0
DeepNesting,2,0,0,64,11,6,6,536,70,0,7,0,0
LongMethod,1,0,0,54,10,1,2,451,66,0,10,0,0
LongParameterList,2,0,0,119,22,9,4,608,127,0,25,0,0
LargeClass,3,3768,78,0,0,0,0,12421,3768,0,227,44,3
LongMethod,1,0,0,57,9,1,3,322,69,0,4,0,0
DeepNesting,1,0,0,59,25,7,4,520,59,0,17,0,0
LongParameterList,2,0,0,56,9,10,1,335,78,0,12,0,0
LongMethod,1,0,0,54,7,5,0,420,88,0,0,0,0
LongParameterList,2,0,0,45,8,8,4,227,51,0,1,0,0
DeepNesting,1,0,0,31,6,7,5,253,31,0,8,0,0
LargeClass,1,281,10,0,0,0,0,1775,281,0,34,12,2
DeepNesting,1,0,0,13,6,1,5,146,13,0,2,0,0
DeepNesting,3,0,0,52,25,1,16,604,56,0,1,0,0
DeepNesting,3,0,0,47,16,2,8,273,49,0,10,0,0
LongParameterList,3,0,0,43,12,10,5,176,95,0,12,0,0
LongMethod,2,0,0,91,25,9,4,529,124,0,22,0,0
DeepNesting,1,0,0,34,13,3,4,170,45,0,3,0,0
LargeClass,1,298,10,0,0,0,0,1550,298,0,31,3,2
DeepNesting,3,0,0,361,25,0,10,1890,370,0,60,0,0
LongMethod,2,0,0,79,20,0,3,460,109,0,12,0,0
LargeClass,1,205,22,0,0,0,0,861,205,0,2,0,2
NoneSmellorUnknown,0,0,0,10,3,4,1,98,33,0,1,0,0
NoneSmellorUnknown,0,0,0,5,1,1,0,25,18,0,7,0,0
LongMethod,1,0,0,74,8,4,0,401,83,0,0,0,0
LargeClass,1,265,10,0,0,0,0,1301,265,0,34,15,1
LongMethod,1,0,0,68,6,7,1,213,73,0,2,0,0
LargeClass,2,325,17,0,0,0,0,623,325,0,8,0,2
DeepNesting,3,0,0,137,23,3,9,407,150,0,26,0,0
DeepNesting,2,0,0,26,13,2,7,205,26,0,9,0,0
DeepNesting,3,0,0,77,16,1,8,537,95,0,8,0,0
LargeClass,3,781,46,0,0,0,0,4513,781,0,150,18,0
LongMethod,1,0,0,59,13,1,3,341,59,0,15,0,0
LongParameterList,3,0,0,454,25,16,5,3290,555,0,83,0,0
LongParameterList,1,0,0,18,6,6,3,183,30,0,5,0,0
DeepNesting,3,0,0,29,10,2,8,195,32,0,10,0,0
DeepNesting,3,0,0,29,15,4,8,287,30,0,25,0,0
NoneSmellorUnknown,0,0,0,2,1,1,0,7,2,0,0,0,0
DeepNesting,2,0,0,21,7,1,6,158,28,0,1,0,0
LongMethod,3,0,0,271,25,27,4,1240,324,0,18,0,0
LongMethod,1,0,0,74,19,6,2,554,90,0,6,0,0
DeepNesting,1,0,0,28,6,9,4,219,29,0,2,0,0
LargeClass,3,594,43,0,0,0,0,3198,594,0,66,25,2
LargeClass,1,248,14,0,0,0,0,980,248,0,40,2,2
LargeClass,2,442,14,0,0,0,0,2251,442,0,78,27,0
DeepNesting,2,0,0,33,10,1,6,264,39,0,4,0,0
DeepNesting,2,0,0,51,22,1,7,321,60,0,0,0,0
LongMethod,2,0,0,78,13,6,4,549,96,0,10,0,0
LongMethod,2,0,0,126,8,5,2,122,129,0,3,0,0
LongMethod,2,0,0,77,25,3,6,585,102,0,13,0,0
DeepNesting,2,0,0,38,16,6,7,256,38,0,11,0,0
LargeClass,3,443,32,0,0,0,0,2730,443,0,48,10,2
DeepNesting,3,0,0,28,13,7,10,215,29,0,6,0,0
LongParameterList,1,0,0,101,10,7,3,483,130,0,10,0,0
LargeClass,2,727,13,0,0,0,0,3065,727,0,9,5,2
LongParameterList,2,0,0,46,18,9,3,473,93,0,6,0,0
LongMethod,1,0,0,79,6,0,3,427,84,0,22,0,0
LargeClass,2,365,13,0,0,0,0,1194,365,0,20,11,2
LargeClass,3,437,16,0,0,0,0,1467,437,0,45,7,2
DeepNesting,1,0,0,100,24,4,5,636,137,0,20,0,0
LongMethod,3,0,0,116,16,2,3,1355,152,0,13,0,0
NoneSmellorUnknown,0,0,0,22,7,1,2,158,27,0,4,0,0
DeepNesting,2,0,0,38,11,3,6,303,48,0,7,0,0
LargeClass,3,415,23,0,0,0,0,2077,415,0,34,0,0
LargeClass,1,243,17,0,0,0,0,1521,243,0,30,7,3
DeepNesting,1,0,0,36,11,1,4,398,61,0,9,0,0
LongParameterList,1,0,0,36,7,16,4,328,50,0,3,0,0
LongMethod,2,0,0,98,15,7,3,431,108,0,2,0,0
LongMethod,3,0,0,121,25,5,4,545,157,0,12,0,0
NoneSmellorUnknown,0,0,0,18,5,3,2,226,32,0,12,0,0
LargeClass,3,498,19,0,0,0,0,3337,498,0,146,2,2
LargeClass,3,423,15,0,0,0,0,2540,423,0,59,0,2
DeepNesting,2,0,0,40,10,5,6,240,43,0,4,0,0
DeepNesting,1,0,0,63,7,3,4,575,73,0,14,0,0
DeepNesting,3,0,0,211,25,0,22,1456,218,0,3,0,0
LongParameterList,3,0,0,91,10,12,0,385,104,0,0,0,0
LargeClass,2,333,14,0,0,0,0,1292,333,0,20,1,0
DeepNesting,1,0,0,50,15,4,5,319,53,0,12,0,0
NoneSmellorUnknown,0,0,0,8,3,2,2,64,9,0,0,0,0
LongMethod,2,0,0,85,20,4,3,606,137,0,18,0,0
LongMethod,3,0,0,118,25,3,4,1117,145,0,64,0,0
DeepNesting,2,0,0,37,20,5,6,294,44,0,0,0,0
LargeClass,1,225,15,0,0,0,0,988,225,0,53,0,1
LongMethod,2,0,0,83,13,2,1,532,103,0,6,0,0
DeepNesting,2,0,0,82,17,1,7,594,84,0,27,0,0
LongParameterList,2,0,0,123,9,16,4,367,138,0,7,0,0
DeepNesting,1,0,0,18,7,1,4,180,22,0,10,0,0
LongParameterList,2,0,0,89,22,9,4,635,98,0,9,0,0
DeepNesting,1,0,0,61,22,3,4,398,85,0,10,0,0
DeepNesting,3,0,0,72,25,0,8,558,85,0,14,0,0
LongParameterList,3,0,0,85,16,13,3,610,105,0,15,0,0
DeepNesting,2,0,0,25,7,2,6,167,25,0,7,0,0
LongParameterList,1,0,0,49,12,7,5,306,53,0,7,0,0
LargeClass,3,575,90,0,0,0,0,3465,575,0,39,12,1
LongParameterList,3,0,0,24,16,11,2,318,29,0,9,0,0
DeepNesting,2,0,0,75,16,2,6,350,96,0,6,0,0
LongParameterList,1,0,0,92,8,6,2,428,110,0,13,0,0
LongParameterList,3,0,0,61,12,11,2,357,71,0,7,0,0
DeepNesting,3,0,0,76,25,7,8,582,84,0,20,0,0
LongMethod,2,0,0,77,22,9,5,632,146,0,18,0,0
DeepNesting,2,0,0,29,15,7,6,145,33,0,0,0,0
LargeClass,2,431,14,0,0,0,0,1961,431,0,96,10,2
LongMethod,1,0,0,73,15,1,1,537,81,0,3,0,0
